,RedFighter,BlueFighter,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,Finish,TotalFightTimeSecs,strike_accuracy_Red,takedown_accuracy_Red,connected_strikes_per_minute_Red,absorved_strikes_per_minute_Red,strikes_defense_Red,takedown_defense_Red,takedown_avg_Red,submission_avg_Red,knockdown_avg_Red,avg_fight_time_Red,weight_Red,height_Red,reach_Red,age_Red,win_by_ko_tko_win_Red,win_by_ko_tko_win_percent_Red,win_by_dec_win_Red,win_by_dec_win_percent_Red,win_by_sub_win_Red,win_by_sub_win_percent_Red,strike_accuracy_Blue,takedown_accuracy_Blue,connected_strikes_per_minute_Blue,absorved_strikes_per_minute_Blue,strikes_defense_Blue,takedown_defense_Blue,takedown_avg_Blue,submission_avg_Blue,knockdown_avg_Blue,avg_fight_time_Blue,weight_Blue,height_Blue,reach_Blue,age_Blue,win_by_ko_tko_win_Blue,win_by_ko_tko_win_percent_Blue,win_by_dec_win_Blue,win_by_dec_win_percent_Blue,win_by_sub_win_Blue,win_by_sub_win_percent_Blue
2276,mirsad bektic,dan ige,Blue,False,Featherweight,1,3,0,4,0,4.15,0.49,1.0,2.73,0.34,4,1,11,0,0,0,2,1,1,0,4,1.0,170.18,180.34,145,1,0,0,2.88,0.42,0.4,3.38,0.53,4,2,17,0,1,1,1,2,1,0,6,1.0,172.72,177.8,145,28,28,S-DEC,900.0,0.42,0.53,2.43,1.8,0.58,0.92,3.98,0.44,0.29,10.17,144.5,68.0,70.0,32.0,7.0,0.54,4.0,0.31,2.0,0.15,0.46,0.27,3.66,3.5,0.57,0.58,0.99,0.25,0.49,12.78,146.0,67.0,71.0,33.0,6.0,0.33,7.0,0.39,5.0,0.28
2277,derrick lewis,ilir latifi,Red,False,Heavyweight,1,3,2,0,0,2.29,0.4,0.5,1.85,0.3,3,5,22,0,0,0,2,3,2,0,7,1.0,177.8,185.42,205,0,1,0,2.63,0.49,0.0,0.52,0.25,6,5,41,1,0,2,1,10,0,0,13,1.0,190.5,200.66,260,35,36,U-DEC,900.0,0.51,0.26,2.48,2.48,0.41,0.53,0.57,0.0,0.57,9.15,266.0,75.0,79.0,40.0,23.0,0.82,4.0,0.14,1.0,0.04,0.45,0.36,2.05,2.93,0.56,1.0,2.11,0.3,0.4,9.32,249.5,70.0,73.5,40.0,6.0,0.21,18.0,0.62,5.0,0.17
2278,trevin giles,james krause,Red,False,Middleweight,1,3,0,6,0,4.65,0.48,0.6,1.06,0.18,6,5,29,0,0,0,3,3,1,0,8,1.0,187.96,185.42,170,2,0,0,3.25,0.61,0.0,1.95,1.0,2,2,11,0,0,0,0,2,0,0,2,1.0,182.88,187.96,185,27,33,S-DEC,900.0,0.54,0.5,3.17,2.39,0.58,0.72,1.07,0.29,0.29,10.98,170.0,72.0,74.0,32.0,6.0,0.38,5.0,0.31,5.0,0.31,0.5,0.18,4.79,4.11,0.62,0.6,0.96,0.87,0.26,11.43,171.0,74.0,73.5,37.0,8.0,0.3,5.0,0.19,14.0,0.52
2279,lauren murphy,andrea lee,Red,False,Women's Flyweight,0,3,1,0,0,5.02,0.53,0.5,1.75,0.46,3,1,12,0,0,0,3,0,0,0,3,1.0,167.64,175.26,125,0,1,0,3.53,0.39,0.0,0.89,0.28,1,4,21,0,0,1,0,2,0,0,3,1.0,165.1,170.18,125,36,30,S-DEC,900.0,0.39,0.25,4.05,5.25,0.55,0.7,1.03,0.07,0.07,14.58,125.5,65.0,67.0,39.0,8.0,0.53,6.0,0.4,1.0,0.07,0.47,0.55,4.71,3.83,0.63,0.55,1.7,0.57,0.08,14.22,134.5,66.0,69.5,35.0,3.0,0.23,5.0,0.38,5.0,0.38
2280,miles johns,mario bautista,Blue,False,Bantamweight,1,3,0,1,0,7.45,0.49,0.0,0.81,0.33,1,1,4,0,0,0,1,0,0,0,1,,175.26,175.26,135,0,1,0,3.47,0.53,0.0,2.0,0.66,1,0,3,0,0,1,0,0,0,0,1,1.0,170.18,167.64,135,25,26,KO/TKO,401.0,0.44,0.2,3.16,2.65,0.68,0.82,0.92,0.0,0.31,13.4,146.0,67.0,68.0,30.0,4.0,0.27,9.0,0.6,2.0,0.13,0.47,0.33,5.33,3.91,0.54,0.67,1.92,0.89,0.15,9.23,136.0,69.0,72.0,31.0,3.0,0.2,6.0,0.4,6.0,0.4
2281,domingo pilarte,journey newson,Blue,False,Bantamweight,1,3,1,0,0,2.53,0.3,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,1.0,165.1,170.18,135,1,0,0,2.06,0.51,1.4,2.06,0.42,0,1,3,0,0,0,0,0,0,0,0,0.0,182.88,185.42,135,30,30,Overturned,38.0,0.48,0.43,1.31,2.96,0.4,0.55,1.2,0.8,0.0,9.38,136.0,72.0,74.0,33.0,2.0,0.25,2.0,0.25,4.0,0.5,0.33,0.17,2.64,2.57,0.65,0.44,0.56,0.28,0.28,8.9,135.5,65.0,67.5,34.0,3.0,0.3,4.0,0.4,3.0,0.3
2282,andre ewell,jonathan martinez,Red,False,Bantamweight,1,3,0,2,0,3.42,0.48,0.0,0.68,0.5,2,1,9,0,0,0,1,1,0,0,2,0.0,172.72,177.8,135,1,0,0,3.32,0.39,0.0,0.26,0.5,1,2,12,0,0,1,1,0,0,0,2,0.0,172.72,190.5,135,32,25,S-DEC,900.0,0.4,0.75,4.28,4.87,0.51,0.73,0.36,0.12,0.12,14.03,145.0,71.0,76.0,35.0,7.0,0.41,6.0,0.35,4.0,0.24,0.5,0.36,4.44,4.09,0.57,0.68,0.38,0.08,0.68,13.32,135.8,68.0,70.0,30.0,9.0,0.47,8.0,0.42,2.0,0.11
2283,rafael dos anjos,michael chiesa,Blue,False,Welterweight,1,3,0,2,0,,0.41,1.2,3.55,0.48,3,4,27,0,0,0,3,0,6,0,9,0.0,185.42,190.5,170,1,0,0,,0.45,0.7,1.89,0.39,5,10,83,4,0,0,10,4,4,0,18,0.0,172.72,177.8,170,35,32,U-DEC,900.0,0.47,0.36,3.48,3.23,0.6,0.55,1.95,0.57,0.2,14.53,171.0,68.0,70.0,40.0,5.0,0.16,16.0,0.5,11.0,0.34,0.4,0.49,1.81,1.66,0.55,0.62,3.3,1.05,0.08,9.33,170.5,73.0,75.5,37.0,0.0,0.0,7.0,0.35,13.0,0.65
2284,jordan espinosa,alex perez,Blue,False,Flyweight,1,3,0,1,0,,0.48,1.2,3.13,0.47,3,1,10,0,0,0,2,1,1,0,4,1.0,167.64,165.1,125,1,0,0,,0.58,0.5,0.92,0.2,1,1,4,0,0,0,1,0,0,0,1,1.0,167.64,175.26,125,30,27,SUB,153.0,0.53,0.29,4.22,2.94,0.57,0.71,0.75,0.19,0.75,10.03,126.0,66.0,69.5,33.0,2.0,0.13,6.0,0.4,7.0,0.47,0.46,0.46,4.19,3.2,0.59,0.77,2.04,0.85,0.68,6.78,126.0,66.0,65.5,32.0,6.0,0.24,12.0,0.48,7.0,0.28
2285,hannah cifers,angela hill,Blue,False,Women's Strawweight,0,3,0,1,0,,0.5,0.1,0.39,0.36,1,7,32,0,0,0,4,1,0,0,5,1.0,160.02,162.56,115,0,2,0,,0.45,0.4,0.41,1.0,2,1,8,0,0,1,1,0,0,0,2,1.0,154.94,157.48,115,27,35,KO/TKO,566.0,0.45,1.0,4.99,5.39,0.53,0.65,0.26,0.26,0.51,8.33,117.0,61.0,62.0,30.0,5.0,0.5,5.0,0.5,0.0,0.0,0.5,0.33,5.47,4.92,0.61,0.75,0.81,0.12,0.12,14.37,115.5,63.0,64.5,40.0,5.0,0.28,12.0,0.67,1.0,0.06
2286,jamahal hill,darko stosic,Red,False,Light Heavyweight,1,3,2,0,0,,0.46,0.0,2.26,0.38,1,2,7,0,0,0,0,1,0,0,1,1.0,182.88,193.04,205,0,0,0,,0.66,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,193.04,200.66,205,28,27,U-DEC,900.0,0.53,0.42,7.05,4.02,0.45,0.73,0.0,0.0,0.6,9.03,205.5,76.0,79.0,33.0,7.0,0.58,5.0,0.42,0.0,0.0,0.45,0.5,2.61,4.04,0.58,0.83,3.42,0.0,0.0,12.05,205.0,72.0,76.0,31.0,8.0,0.62,4.0,0.31,1.0,0.08
2287,bevon lewis,dequan townsend,Red,False,Middleweight,1,3,1,0,0,,0.43,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,1.0,190.5,200.66,185,2,0,0,,0.45,0.0,0.0,0.0,0,2,6,0,0,0,0,0,0,0,0,1.0,190.5,200.66,185,28,33,U-DEC,900.0,0.44,0.0,3.73,2.67,0.54,0.67,0.0,0.0,0.47,10.63,185.0,75.0,79.0,32.0,3.0,0.5,3.0,0.5,0.0,0.0,0.35,0.38,1.23,3.92,0.39,0.47,0.0,0.0,0.0,12.23,186.0,75.0,79.0,37.0,12.0,0.57,4.0,0.19,5.0,0.24
2288,arnold allen,nik lentz,Red,False,Featherweight,1,3,1,0,1,,0.5,1.3,3.59,0.34,4,7,61,0,0,2,7,3,2,0,14,1.0,172.72,172.72,155,0,6,0,,0.39,0.5,1.6,0.56,6,0,18,0,0,1,3,0,2,0,6,0.0,172.72,177.8,145,26,35,U-DEC,900.0,0.42,0.48,3.45,2.88,0.62,0.75,0.93,0.34,0.25,13.62,145.0,68.0,70.0,31.0,7.0,0.35,9.0,0.45,4.0,0.2,0.48,0.33,3.44,3.25,0.5,0.44,3.3,1.24,0.1,12.57,150.0,68.0,68.0,38.0,11.0,0.37,11.0,0.37,8.0,0.27
2289,montel jackson,felipe colares,Red,False,Bantamweight,1,3,0,1,0,,0.47,0.0,2.5,0.31,1,1,6,0,0,1,0,0,0,0,1,1.0,172.72,175.26,135,0,2,0,,0.49,0.3,2.73,0.88,2,1,7,0,0,0,1,0,1,0,2,0.0,177.8,190.5,135,27,25,U-DEC,900.0,0.54,0.71,3.39,1.42,0.64,0.69,3.41,0.27,1.77,9.98,135.0,70.0,75.5,32.0,8.0,0.57,5.0,0.36,1.0,0.07,0.45,0.24,2.17,4.65,0.37,0.43,1.88,0.51,0.0,14.67,145.0,68.0,69.5,29.0,2.0,0.2,3.0,0.3,5.0,0.5
2290,sara mcmann,lina lansberg,Red,False,Women's Bantamweight,0,3,0,2,0,,0.57,0.2,0.83,0.33,2,3,19,0,0,0,4,0,0,0,4,1.0,170.18,165.1,135,2,0,0,,0.44,0.5,4.67,0.64,5,5,31,1,0,1,4,1,3,0,9,1.0,167.64,167.64,135,39,37,U-DEC,900.0,0.46,0.65,2.26,1.92,0.48,0.5,4.38,0.5,0.08,10.68,135.0,66.0,66.0,42.0,2.0,0.15,7.0,0.54,4.0,0.31,0.55,0.28,2.69,3.87,0.44,0.47,0.52,0.1,0.21,13.17,135.5,67.0,65.5,41.0,4.0,0.4,6.0,0.6,0.0,0.0
2291,brett johns,tony gravely,Red,False,Bantamweight,1,3,0,0,0,,0.59,2.5,3.67,0.6,0,0,0,0,0,0,0,0,0,0,0,1.0,165.1,178.0,135,2,0,0,,0.45,0.5,3.72,0.48,3,2,13,0,0,0,2,0,1,0,3,1.0,170.18,180.34,135,27,28,SUB,773.0,0.49,0.49,2.86,3.84,0.53,0.58,4.92,1.02,0.0,12.63,136.0,67.0,71.0,31.0,2.0,0.13,8.0,0.5,6.0,0.38,0.48,0.42,3.82,4.47,0.44,0.52,5.4,0.3,0.6,11.1,136.0,65.0,69.0,31.0,10.0,0.43,10.0,0.43,3.0,0.13
2292,herbert burns,nate landwehr,Red,False,Featherweight,1,3,0,0,0,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,175.26,182.88,145,0,0,0,,0.45,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,175.26,187.96,145,31,31,KO/TKO,163.0,0.37,0.35,1.86,5.17,0.42,0.67,2.94,1.84,0.37,5.83,146.0,69.0,73.5,36.0,1.0,0.09,2.0,0.18,8.0,0.73,0.46,0.42,5.59,5.77,0.53,0.74,0.85,0.85,0.17,9.8,145.5,69.0,72.0,36.0,9.0,0.5,7.0,0.39,2.0,0.11
2293,conor mcgregor,donald cerrone,Red,False,Welterweight,1,5,2,0,0,,0.46,1.3,1.21,0.36,8,10,71,1,0,0,7,10,6,0,23,1.0,185.42,185.42,155,1,0,0,,0.48,0.0,0.75,0.62,7,2,24,4,1,0,1,7,0,0,9,0.0,175.26,187.96,155,31,36,KO/TKO,40.0,0.5,0.56,5.32,4.66,0.54,0.67,0.67,0.13,1.73,8.03,156.0,69.0,74.0,34.0,19.0,0.86,2.0,0.09,1.0,0.05,0.47,0.33,4.41,4.48,0.53,0.74,1.16,1.16,0.81,9.67,170.5,73.0,73.0,40.0,10.0,0.28,9.0,0.25,17.0,0.47
2294,holly holm,raquel pennington,Red,False,Women's Bantamweight,0,3,0,1,0,,0.45,0.9,1.14,0.26,4,4,32,1,0,2,3,0,2,0,7,1.0,170.18,170.18,135,1,0,0,,0.34,0.1,0.55,0.31,3,5,35,5,0,1,2,2,0,0,5,0.0,172.72,175.26,135,38,31,U-DEC,900.0,0.41,0.3,3.13,2.92,0.55,0.76,0.87,0.06,0.12,16.08,136.0,68.0,69.0,43.0,8.0,0.53,7.0,0.47,0.0,0.0,0.49,0.28,4.1,3.32,0.61,0.63,0.83,0.62,0.05,15.3,135.0,67.0,67.5,36.0,1.0,0.06,11.0,0.69,4.0,0.25
2295,aleksei oleinik,maurice greene,Red,False,Heavyweight,1,3,1,0,0,,0.44,0.7,0.0,0.0,3,1,6,0,0,1,0,1,1,0,3,1.0,200.66,203.2,258,2,0,0,,0.51,2.4,2.69,0.39,2,4,14,0,0,0,0,1,5,0,6,1.0,187.96,203.2,240,42,33,SUB,578.0,0.49,0.47,3.29,3.8,0.44,0.38,1.82,1.95,0.26,6.8,254.0,74.0,80.0,46.0,8.0,0.13,5.0,0.08,47.0,0.78,0.45,0.36,3.28,3.61,0.46,0.27,0.0,0.44,0.44,8.45,237.0,79.0,82.0,36.0,2.0,0.22,2.0,0.22,5.0,0.56
2296,anthony pettis,diego ferreira,Blue,False,Lightweight,1,3,0,5,0,,0.36,0.9,0.57,0.2,5,2,19,0,0,0,3,3,1,0,7,1.0,175.26,187.96,155,1,0,0,,0.46,1.2,0.69,0.54,5,8,43,4,0,1,1,3,4,0,9,1.0,177.8,182.88,155,32,34,SUB,406.0,0.48,0.5,3.05,3.44,0.54,0.6,0.61,1.06,0.35,11.43,170.0,70.0,72.5,36.0,11.0,0.24,28.0,0.61,7.0,0.15,0.41,0.3,4.82,3.46,0.56,0.58,0.86,0.58,0.29,9.77,156.0,69.0,74.0,40.0,5.0,0.26,7.0,0.37,7.0,0.37
2297,roxanne modafferi,maycee barber,Red,False,Women's Flyweight,0,3,0,3,0,,0.61,0.0,1.39,0.3,3,0,5,0,0,0,0,3,0,0,3,,165.1,165.1,125,1,0,0,,0.31,0.1,1.51,0.2,1,4,19,1,0,1,0,1,0,0,2,1.0,170.18,175.26,125,37,21,U-DEC,900.0,0.31,0.23,3.35,5.7,0.51,0.3,1.35,0.08,0.08,14.23,126.0,67.0,69.0,40.0,4.0,0.16,16.0,0.64,5.0,0.2,0.53,0.44,4.7,2.9,0.55,0.54,1.44,0.1,0.0,12.17,125.0,65.0,65.0,26.0,6.0,0.46,5.0,0.38,2.0,0.15
2298,andre fili,sodiq yusuff,Blue,False,Featherweight,1,3,0,3,0,,0.49,0.0,0.0,0.0,3,0,5,0,0,0,1,2,0,0,3,1.0,175.26,180.34,145,0,2,0,,0.37,0.2,2.44,0.46,2,5,31,0,0,1,4,2,0,0,8,1.0,180.34,187.96,145,29,26,U-DEC,900.0,0.38,0.44,3.88,4.11,0.51,0.7,2.15,0.25,0.37,10.62,157.0,71.0,74.0,34.0,10.0,0.42,11.0,0.46,3.0,0.13,0.5,0.2,5.66,4.51,0.54,0.63,0.28,0.41,0.55,10.85,167.0,69.0,71.0,30.0,6.0,0.5,6.0,0.5,0.0,0.0
2299,drew dober,nasrat haqparast,Red,False,Lightweight,1,3,0,3,0,,0.46,0.0,0.3,0.25,3,1,11,0,0,0,2,1,0,0,3,0.0,177.8,182.88,155,0,1,0,,0.39,0.1,0.96,0.17,3,5,27,0,0,0,3,4,1,0,8,0.0,172.72,177.8,155,31,24,KO/TKO,70.0,0.4,0.17,4.39,4.25,0.52,0.56,0.67,0.07,0.67,8.08,170.0,68.0,70.0,35.0,15.0,0.56,7.0,0.26,5.0,0.19,0.45,0.2,6.15,5.65,0.63,0.85,0.28,0.0,0.66,12.2,156.0,70.0,72.0,28.0,10.0,0.59,7.0,0.41,0.0,0.0
2300,aleksa camur,justin ledet,Red,False,Light Heavyweight,1,3,2,0,0,,0.41,0.3,0.32,0.5,3,2,11,0,0,1,1,0,1,0,3,1.0,182.88,203.2,205,0,0,0,,0.66,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,185.42,187.96,205,24,21,U-DEC,900.0,0.57,0.22,4.73,4.26,0.54,0.5,0.46,0.0,0.23,13.17,204.5,73.0,74.0,27.0,5.0,0.83,1.0,0.17,0.0,0.0,0.39,0.5,3.35,4.82,0.49,0.43,0.23,0.23,0.0,9.3,205.5,76.0,80.0,34.0,2.0,0.22,2.0,0.22,5.0,0.56
2301,tim elliott,askar askarov,Blue,False,Flyweight,1,3,0,0,1,,0.47,0.0,4.0,0.36,0,0,3,0,0,0,0,0,0,0,0,1.0,167.64,170.18,125,1,0,0,,0.46,1.4,4.28,0.63,2,7,28,1,0,0,3,0,1,0,4,0.0,170.18,167.64,135,33,27,U-DEC,900.0,0.45,0.47,3.39,2.66,0.57,0.59,3.73,1.04,0.12,12.25,136.0,67.0,66.0,38.0,3.0,0.14,11.0,0.52,7.0,0.33,0.54,0.25,3.05,2.8,0.58,0.67,2.6,0.4,0.0,15.0,142.0,66.0,67.0,30.0,4.0,0.29,3.0,0.21,7.0,0.5
2302,sabina mazo,jj aldrich,Red,False,Women's Flyweight,0,3,0,1,0,,0.4,0.0,0.36,0.25,3,2,17,0,0,0,4,0,0,0,4,0.0,165.1,170.18,125,0,1,0,,0.54,0.0,2.0,1.0,1,1,6,0,0,0,1,0,0,0,1,1.0,170.18,177.8,125,22,27,S-DEC,900.0,0.44,0.8,6.1,4.35,0.57,0.59,0.65,0.16,0.16,13.15,125.5,67.0,70.0,26.0,2.0,0.22,6.0,0.67,1.0,0.11,0.47,0.24,3.88,4.38,0.61,0.67,0.66,0.0,0.0,13.7,133.0,65.0,67.5,31.0,3.0,0.25,9.0,0.75,0.0,0.0
2303,frankie edgar,chan sung jung,Blue,False,Featherweight,1,5,0,1,0,,0.397,0.64,0.81,0.417,3,2,18,1,0,0,0,3,1,0,5,1.0,170.18,182.88,145,1,0,1,,0.399,0.35,2.36,0.319,5,7,88,8,0,0,10,4,2,1,16,1.0,167.64,172.72,145,38,32,KO/TKO,198.0,0.4,0.31,3.77,2.82,0.66,0.66,2.29,0.31,0.09,15.9,135.6,66.0,68.0,41.0,6.0,0.26,13.0,0.57,4.0,0.17,0.41,0.44,3.93,4.52,0.52,0.73,0.7,0.61,0.43,12.33,162.6,67.0,72.0,36.0,6.0,0.35,3.0,0.18,8.0,0.47
2304,dooho choi,charles jourdain,Blue,False,Featherweight,1,3,1,0,0,,0.377,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,,175.26,175.26,145,2,0,0,,0.533,0.0,0.55,0.2,3,2,8,0,0,0,0,3,0,0,3,1.0,175.26,177.8,145,28,24,KO/TKO,572.0,0.56,0.54,4.67,4.02,0.56,0.48,1.43,0.61,0.81,8.18,146.0,70.0,70.0,33.0,13.0,0.81,2.0,0.13,1.0,0.06,0.49,0.21,5.43,4.27,0.57,0.47,0.34,0.59,0.51,11.85,135.0,69.0,69.0,29.0,8.0,0.5,2.0,0.13,6.0,0.38
2305,da un jung,mike rodriguez,Red,False,Light Heavyweight,1,3,1,0,0,,0.526,0.0,0.0,0.0,1,2,7,0,0,0,0,1,0,0,1,0.0,193.04,208.28,205,0,1,0,,0.426,1.25,0.0,0.0,1,0,3,0,0,0,0,0,1,0,1,1.0,193.04,199.39,205,31,31,,,,,,,,,,,,,,,,,,,,,,,0.54,0.0,4.35,4.24,0.41,0.38,0.0,0.0,1.18,8.47,202.0,76.0,82.5,34.0,9.0,0.82,0.0,0.0,2.0,0.18
2306,jun yong park,marc-andre barriault,Red,False,Middleweight,1,3,2,0,0,,0.522,0.0,0.5,0.25,0,2,6,0,0,0,0,0,0,0,0,1.0,185.42,187.96,185,1,0,0,,0.522,0.0,0.5,0.25,0,1,2,0,0,0,0,0,0,0,0,1.0,177.8,185.42,185,28,29,,,,,,,,,,,,,,,,,,,,,,,0.48,0.25,5.98,5.58,0.52,0.67,0.21,0.1,0.31,10.33,185.0,73.0,74.0,34.0,10.0,0.63,5.0,0.31,1.0,0.06
2307,ciryl gane,tanner boser,Red,False,Heavyweight,1,3,0,1,0,,0.616,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,1.0,187.96,191.77,258,0,2,0,,0.574,1.58,2.37,0.75,2,0,4,0,0,0,0,0,2,0,2,1.0,193.04,205.74,241,29,28,U-DEC,900.0,0.61,0.25,5.26,2.23,0.62,0.44,0.7,0.61,0.26,14.25,245.5,76.0,81.0,34.0,6.0,0.46,4.0,0.31,3.0,0.23,0.53,0.41,4.7,2.75,0.58,0.63,0.0,0.0,0.27,10.98,217.0,74.0,75.5,32.0,11.0,0.55,7.0,0.35,2.0,0.1
2308,seungwoo choi,suman mokhtarian,Red,False,Featherweight,1,3,1,0,0,,0.556,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1.0,177.8,170.18,145,2,0,0,,0.318,0.0,1.06,0.5,0,2,6,0,0,0,0,0,0,0,0,1.0,182.88,189.23,145,27,27,,,0.39,0.55,3.51,3.12,0.47,0.7,0.86,0.0,0.72,10.48,145.0,72.0,74.5,31.0,6.0,0.6,4.0,0.4,0.0,0.0,0.43,0.0,2.21,6.85,0.49,0.62,0.0,0.0,0.0,8.62,145.0,68.0,72.0,31.0,1.0,0.13,1.0,0.13,6.0,0.75
2309,alexandre pantoja,matt schnell,Red,False,Flyweight,1,3,0,4,0,,0.348,1.75,0.7,0.4,4,2,10,0,0,1,1,0,2,0,4,1.0,172.72,177.8,125,1,0,0,,0.466,1.35,0.96,0.313,3,2,17,0,0,1,1,1,2,0,5,1.0,165.1,171.45,125,29,29,KO/TKO,257.0,0.5,0.47,4.41,3.92,0.5,0.68,2.74,0.89,0.3,12.65,124.5,65.0,67.0,34.0,8.0,0.28,10.0,0.34,11.0,0.38,0.39,0.4,4.39,4.64,0.56,0.5,0.56,0.99,0.14,7.6,135.0,68.0,70.0,35.0,2.0,0.13,5.0,0.31,9.0,0.56
2310,raoni barcelos,said nurmagomedov,Red,False,Bantamweight,1,3,0,2,0,,0.599,0.0,0.86,0.091,2,0,4,0,0,1,0,1,0,0,2,1.0,172.72,177.8,135,0,3,0,,0.53,0.98,2.46,0.714,3,0,7,0,0,0,0,2,1,0,3,1.0,170.18,170.18,135,32,27,U-DEC,900.0,0.53,0.37,5.11,4.64,0.6,0.82,2.46,0.69,0.49,12.68,135.5,67.5,67.0,37.0,8.0,0.42,8.0,0.42,3.0,0.16,0.48,0.15,3.38,2.25,0.56,0.62,1.01,1.18,0.17,8.92,135.5,68.0,70.0,32.0,4.0,0.22,8.0,0.44,6.0,0.33
2311,miranda granger,amanda lemos,Blue,False,Women's Strawweight,0,3,1,0,0,,0.642,0.0,1.9,1.0,0,1,2,0,0,0,0,0,0,0,0,0.0,162.56,165.1,115,0,1,0,,0.427,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,1.0,170.18,172.72,115,27,32,SUB,223.0,0.47,0.36,2.79,2.57,0.58,0.33,0.0,0.0,0.0,9.95,115.5,67.0,68.0,31.0,1.0,0.14,1.0,0.14,5.0,0.71,0.54,0.64,3.16,3.87,0.44,0.62,0.9,0.77,0.77,9.72,116.0,64.0,65.0,37.0,8.0,0.57,3.0,0.21,3.0,0.21
2312,heili alateng,ryan benoit,Red,False,Bantamweight,1,3,0,1,0,,0.362,0.24,0.24,0.2,1,3,14,0,0,1,0,2,0,0,3,1.0,165.1,173.99,135,0,1,0,,0.405,0.0,3.0,0.429,1,0,3,0,0,0,1,0,0,0,1,1.0,165.1,168.91,135,28,30,S-DEC,900.0,,,,,,,,,,,,,,,,,,,,,0.39,0.22,2.88,3.65,0.58,0.72,0.28,0.42,0.71,11.82,126.0,65.0,68.5,33.0,8.0,0.8,1.0,0.1,1.0,0.1
2313,kamaru usman,colby covington,Red,True,Welterweight,1,5,0,7,0,,0.376,0.2,5.69,0.518,7,1,33,0,0,0,6,2,2,0,10,1.0,180.34,182.88,170,0,10,0,,0.541,0.19,3.96,0.506,10,0,33,1,0,0,8,1,1,0,10,,182.88,182.88,170,32,31,KO/TKO,1450.0,0.52,0.45,4.36,2.74,0.54,0.9,2.82,0.1,0.48,17.45,184.5,72.0,76.0,37.0,9.0,0.45,10.0,0.5,1.0,0.05,0.38,0.43,3.81,3.09,0.55,0.69,3.64,0.16,0.05,16.95,171.0,71.0,72.0,36.0,4.0,0.24,9.0,0.53,4.0,0.24
2314,max holloway,alexander volkanovski,Blue,True,Featherweight,1,5,0,7,0,,0.59,0.52,2.78,0.381,7,0,18,0,0,0,4,3,0,0,7,1.0,167.64,181.61,145,0,1,0,,0.45,0.42,0.26,0.833,13,4,60,4,0,1,5,8,2,1,17,1.0,180.34,175.26,145,28,31,U-DEC,1500.0,0.48,0.53,7.16,4.76,0.59,0.83,0.25,0.31,0.34,16.08,145.0,71.0,69.0,32.0,12.0,0.48,11.0,0.44,2.0,0.08,0.57,0.38,6.16,3.44,0.58,0.7,1.78,0.18,0.36,15.82,144.5,66.0,71.5,36.0,13.0,0.52,9.0,0.36,3.0,0.12
2315,amanda nunes,germaine de randamie,Red,True,Women's Bantamweight,0,5,0,5,0,,0.467,0.14,0.0,0.0,5,1,16,1,0,0,2,3,0,0,6,1.0,175.26,180.34,135,0,9,0,,0.512,0.58,1.73,0.387,9,1,24,6,0,1,1,7,2,0,11,1.0,172.72,175.26,135,31,35,U-DEC,1500.0,0.52,0.55,4.55,2.62,0.58,0.82,2.73,0.7,0.63,10.73,135.0,68.0,69.0,35.0,13.0,0.25,36.0,0.68,4.0,0.08,0.47,0.0,2.57,2.0,0.65,0.65,0.0,0.38,0.29,12.13,135.0,69.0,71.0,40.0,4.0,0.4,5.0,0.5,1.0,0.1
